asin,product_name,bag_type,brand,material,color,gender,current_price,original_price,discount,rating,review_count,prime_eligible,availability,delivery_info,bestseller_badge,product_url,category,scraped_at
B07QQF9XP7,"Reli. Thank You Plastic Bags (350 Count) (11.5"" x 6.5"" x 21"") (White) - Grocery, Shopping Bag, Restaurants, Convenience Store",Other Bag,Amazon's Choice: Overall Pick,N/A,White,Unisex,18.,$0.05,N/A,4.7 out of 5 stars,0,No,Amazon's Choice: Overall Pick,N/A,Overall Pick,https://www.amazon.com/Reli-Thank-T-Shirt-Count-Plastic/dp/B07QQF9XP7/ref=sr_1_1?dib=eyJ2IjoiMSJ9.tFemjgmJnL5a5D1JT7SG_SMyR2UoWB10yeTYiDT8_S2sO9GwsgpSycAoHLOmWDIu11tSXASr4Jiv5iUssdWATWb1OaZDiGMA-_6YbESd0Etkil6RURiRh5Ex0-7RNlZTxPOtcqW7dLWOF6fdwqVtdGxTRV8dsjVR34ZYtGIPD_z7sJBBekYOaQQ-Hv4UFhzVAhOxP2OgvajmCh4UYq7eA3BnU-nbseMB9J1KlZX7wvnnMXLTboBqJxrXYXx9Fue2T4X4Boha2HKQwecuBsUh5uTzb_SL6x-uK4f0usVHeW8.7QSCjCkbdElcTF2e529nWJAE3f5uyaCmc70uUTZ74gQ&dib_tag=se&keywords=bags&qid=1763313085&sr=8-1,Bags,2025-11-16 17:11:26
B09VZGFNMT,"YoYoRain White Thank you T shirt bag, Grocery shopping bag Reusable and Disposable Supermarket Bag 11''x6''x21'' 100PCS",Other Bag,N/A,N/A,White,Unisex,7.,$0.07,N/A,4.7 out of 5 stars,0,No,4.7,N/A,N/A,https://www.amazon.com/Grocery-Reusable-Disposable-Perfect-Business/dp/B09VZGFNMT/ref=sr_1_2?dib=eyJ2IjoiMSJ9.tFemjgmJnL5a5D1JT7SG_SMyR2UoWB10yeTYiDT8_S2sO9GwsgpSycAoHLOmWDIu11tSXASr4Jiv5iUssdWATWb1OaZDiGMA-_6YbESd0Etkil6RURiRh5Ex0-7RNlZTxPOtcqW7dLWOF6fdwqVtdGxTRV8dsjVR34ZYtGIPD_z7sJBBekYOaQQ-Hv4UFhzVAhOxP2OgvajmCh4UYq7eA3BnU-nbseMB9J1KlZX7wvnnMXLTboBqJxrXYXx9Fue2T4X4Boha2HKQwecuBsUh5uTzb_SL6x-uK4f0usVHeW8.7QSCjCkbdElcTF2e529nWJAE3f5uyaCmc70uUTZ74gQ&dib_tag=se&keywords=bags&qid=1763313085&sr=8-2,Bags,2025-11-16 17:11:26
B0FSJ2MGN7,"Ouchlove Women's Chic Mini Oval Bag, Adjustable Crossbody & Shoulder Strap for Stylish Daily Use",Crossbody Bag,N/A,N/A,N/A,Women,69.,69.,N/A,N/A,0,No,Available,N/A,N/A,https://www.amazon.com/CT40699-Leather-Crossbody-Hardware-17-5x6x13/dp/B0FSJ2MGN7/ref=sr_1_3?dib=eyJ2IjoiMSJ9.tFemjgmJnL5a5D1JT7SG_SMyR2UoWB10yeTYiDT8_S2sO9GwsgpSycAoHLOmWDIu11tSXASr4Jiv5iUssdWATWb1OaZDiGMA-_6YbESd0Etkil6RURiRh5Ex0-7RNlZTxPOtcqW7dLWOF6fdwqVtdGxTRV8dsjVR34ZYtGIPD_z7sJBBekYOaQQ-Hv4UFhzVAhOxP2OgvajmCh4UYq7eA3BnU-nbseMB9J1KlZX7wvnnMXLTboBqJxrXYXx9Fue2T4X4Boha2HKQwecuBsUh5uTzb_SL6x-uK4f0usVHeW8.7QSCjCkbdElcTF2e529nWJAE3f5uyaCmc70uUTZ74gQ&dib_tag=se&keywords=bags&qid=1763313085&sr=8-3,Bags,2025-11-16 17:11:26
B0854J48FD,Reli. Plastic Bags Thank You (1050 Count) | White Grocery Bags with Handles | Shopping (Plastic),Other Bag,N/A,N/A,White,Unisex,33.,$0.03,N/A,4.6 out of 5 stars,0,No,4.6,N/A,N/A,https://www.amazon.com/Reli-Thank-T-Shirt-Count-Plastic/dp/B0854J48FD/ref=sr_1_4?dib=eyJ2IjoiMSJ9.tFemjgmJnL5a5D1JT7SG_SMyR2UoWB10yeTYiDT8_S2sO9GwsgpSycAoHLOmWDIu11tSXASr4Jiv5iUssdWATWb1OaZDiGMA-_6YbESd0Etkil6RURiRh5Ex0-7RNlZTxPOtcqW7dLWOF6fdwqVtdGxTRV8dsjVR34ZYtGIPD_z7sJBBekYOaQQ-Hv4UFhzVAhOxP2OgvajmCh4UYq7eA3BnU-nbseMB9J1KlZX7wvnnMXLTboBqJxrXYXx9Fue2T4X4Boha2HKQwecuBsUh5uTzb_SL6x-uK4f0usVHeW8.7QSCjCkbdElcTF2e529nWJAE3f5uyaCmc70uUTZ74gQ&dib_tag=se&keywords=bags&qid=1763313085&sr=8-4,Bags,2025-11-16 17:11:26
B0CTKTPKV8,"Amazon Basics 13 Gallon Tall Kitchen Drawstring Trash Bags, Clean Fresh Scent, 10% Post Consumer Recycled, 80 count",Other Bag,N/A,N/A,N/A,Unisex,10.,$0.13,N/A,4.3 out of 5 stars,0,No,1 Count (Pack of 80),N/A,N/A,https://www.amazon.com/Amazon-Basics-Kitchen-Consumer-Recycled/dp/B0CTKTPKV8/ref=sr_1_5?dib=eyJ2IjoiMSJ9.tFemjgmJnL5a5D1JT7SG_SMyR2UoWB10yeTYiDT8_S2sO9GwsgpSycAoHLOmWDIu11tSXASr4Jiv5iUssdWATWb1OaZDiGMA-_6YbESd0Etkil6RURiRh5Ex0-7RNlZTxPOtcqW7dLWOF6fdwqVtdGxTRV8dsjVR34ZYtGIPD_z7sJBBekYOaQQ-Hv4UFhzVAhOxP2OgvajmCh4UYq7eA3BnU-nbseMB9J1KlZX7wvnnMXLTboBqJxrXYXx9Fue2T4X4Boha2HKQwecuBsUh5uTzb_SL6x-uK4f0usVHeW8.7QSCjCkbdElcTF2e529nWJAE3f5uyaCmc70uUTZ74gQ&dib_tag=se&keywords=bags&qid=1763313085&sr=8-5,Bags,2025-11-16 17:11:26
B07QN8H9TD,"Reli. T-shirt Bags (300 Count) (Black) (11.5"" x 6.5"" x 21"") - Black Plastic Bags (Plain) - Grocery, Shopping, Restaurants",Other Bag,N/A,N/A,Black,Unisex,19.,$0.07,N/A,4.3 out of 5 stars,0,No,4.3,N/A,N/A,https://www.amazon.com/Reli-T-shirt-Bags-Count-11-5/dp/B07QN8H9TD/ref=sr_1_6?dib=eyJ2IjoiMSJ9.tFemjgmJnL5a5D1JT7SG_SMyR2UoWB10yeTYiDT8_S2sO9GwsgpSycAoHLOmWDIu11tSXASr4Jiv5iUssdWATWb1OaZDiGMA-_6YbESd0Etkil6RURiRh5Ex0-7RNlZTxPOtcqW7dLWOF6fdwqVtdGxTRV8dsjVR34ZYtGIPD_z7sJBBekYOaQQ-Hv4UFhzVAhOxP2OgvajmCh4UYq7eA3BnU-nbseMB9J1KlZX7wvnnMXLTboBqJxrXYXx9Fue2T4X4Boha2HKQwecuBsUh5uTzb_SL6x-uK4f0usVHeW8.7QSCjCkbdElcTF2e529nWJAE3f5uyaCmc70uUTZ74gQ&dib_tag=se&keywords=bags&qid=1763313085&sr=8-6,Bags,2025-11-16 17:11:26
B093WMWKBP,"Amazon Basics Reclosable Gallon Food Storage Bags, BPA Free, 120 Count",Other Bag,N/A,N/A,N/A,Unisex,7.,$0.06,N/A,4.6 out of 5 stars,0,No,4.6,N/A,N/A,https://www.amazon.com/Amazon-Basics-Gallon-Storage-Count/dp/B093WMWKBP/ref=sr_1_7?dib=eyJ2IjoiMSJ9.tFemjgmJnL5a5D1JT7SG_SMyR2UoWB10yeTYiDT8_S2sO9GwsgpSycAoHLOmWDIu11tSXASr4Jiv5iUssdWATWb1OaZDiGMA-_6YbESd0Etkil6RURiRh5Ex0-7RNlZTxPOtcqW7dLWOF6fdwqVtdGxTRV8dsjVR34ZYtGIPD_z7sJBBekYOaQQ-Hv4UFhzVAhOxP2OgvajmCh4UYq7eA3BnU-nbseMB9J1KlZX7wvnnMXLTboBqJxrXYXx9Fue2T4X4Boha2HKQwecuBsUh5uTzb_SL6x-uK4f0usVHeW8.7QSCjCkbdElcTF2e529nWJAE3f5uyaCmc70uUTZ74gQ&dib_tag=se&keywords=bags&qid=1763313085&rdc=1&sr=8-7,Bags,2025-11-16 17:11:26
B093X8QQ12,"Amazon Basics Trash Bags, Tall Kitchen Drawstring, Unscented, 13 Gallon, 120 Count, Pack of 1",Other Bag,N/A,N/A,N/A,Unisex,16.,$0.13,,4.5 out of 5 stars,0,No,120 Count (Pack of 1),N/A,N/A,https://www.amazon.com/Amazon-Basics-Kitchen-Drawstring-Gallon/dp/B093X8QQ12/ref=sr_1_8?dib=eyJ2IjoiMSJ9.tFemjgmJnL5a5D1JT7SG_SMyR2UoWB10yeTYiDT8_S2sO9GwsgpSycAoHLOmWDIu11tSXASr4Jiv5iUssdWATWb1OaZDiGMA-_6YbESd0Etkil6RURiRh5Ex0-7RNlZTxPOtcqW7dLWOF6fdwqVtdGxTRV8dsjVR34ZYtGIPD_z7sJBBekYOaQQ-Hv4UFhzVAhOxP2OgvajmCh4UYq7eA3BnU-nbseMB9J1KlZX7wvnnMXLTboBqJxrXYXx9Fue2T4X4Boha2HKQwecuBsUh5uTzb_SL6x-uK4f0usVHeW8.7QSCjCkbdElcTF2e529nWJAE3f5uyaCmc70uUTZ74gQ&dib_tag=se&keywords=bags&qid=1763313085&rdc=1&sr=8-8,Bags,2025-11-16 17:11:26
B095PQ6SX7,"Amazon Basics Sandwich Storage Bags, 300 Count (Previously Solimo)",Other Bag,N/A,N/A,N/A,Unisex,6.,$0.02,N/A,4.7 out of 5 stars,0,No,300 Count (Pack of 1),N/A,N/A,https://www.amazon.com/Amazon-Basics-Sandwich-Storage-Previously/dp/B095PQ6SX7/ref=sr_1_9?dib=eyJ2IjoiMSJ9.tFemjgmJnL5a5D1JT7SG_SMyR2UoWB10yeTYiDT8_S2sO9GwsgpSycAoHLOmWDIu11tSXASr4Jiv5iUssdWATWb1OaZDiGMA-_6YbESd0Etkil6RURiRh5Ex0-7RNlZTxPOtcqW7dLWOF6fdwqVtdGxTRV8dsjVR34ZYtGIPD_z7sJBBekYOaQQ-Hv4UFhzVAhOxP2OgvajmCh4UYq7eA3BnU-nbseMB9J1KlZX7wvnnMXLTboBqJxrXYXx9Fue2T4X4Boha2HKQwecuBsUh5uTzb_SL6x-uK4f0usVHeW8.7QSCjCkbdElcTF2e529nWJAE3f5uyaCmc70uUTZ74gQ&dib_tag=se&keywords=bags&qid=1763313085&rdc=1&sr=8-9,Bags,2025-11-16 17:11:26
B0DGF616XN,"6 Pack Extra Heavy Duty Large Moving Bags with Strong Zipper & Comfortable Handles, Sturdy & Durable Clothes Storage Bags Totes Bins, Blue Packing Moving Boxes for College Supplies, Dark Blue",Tote Bag,N/A,N/A,Blue,Unisex,23.,$4.00,N/A,4.8 out of 5 stars,0,No,4.8,N/A,N/A,https://www.amazon.com/Comfortable-Handles-Durable-Clothes-Supplies/dp/B0DGF616XN/ref=sr_1_10?dib=eyJ2IjoiMSJ9.tFemjgmJnL5a5D1JT7SG_SMyR2UoWB10yeTYiDT8_S2sO9GwsgpSycAoHLOmWDIu11tSXASr4Jiv5iUssdWATWb1OaZDiGMA-_6YbESd0Etkil6RURiRh5Ex0-7RNlZTxPOtcqW7dLWOF6fdwqVtdGxTRV8dsjVR34ZYtGIPD_z7sJBBekYOaQQ-Hv4UFhzVAhOxP2OgvajmCh4UYq7eA3BnU-nbseMB9J1KlZX7wvnnMXLTboBqJxrXYXx9Fue2T4X4Boha2HKQwecuBsUh5uTzb_SL6x-uK4f0usVHeW8.7QSCjCkbdElcTF2e529nWJAE3f5uyaCmc70uUTZ74gQ&dib_tag=se&keywords=bags&qid=1763313085&sr=8-10,Bags,2025-11-16 17:11:26
B0BWMV956C,"Brothersbox Small Brown Paper Bags with Handles 100PCS, 5.25 * 3.25 * 8 Inch Kraft Gift Bags Bulk for Craft Shopping Business Party Favor Retail Birthday Grocery",Other Bag,N/A,N/A,Brown,Unisex,19.,$0.20,N/A,4.8 out of 5 stars,0,No,Kraft brown,N/A,N/A,https://www.amazon.com/Brothersbox-Handles-Birthday-Shopping-Business/dp/B0BWMV956C/ref=sr_1_11?dib=eyJ2IjoiMSJ9.tFemjgmJnL5a5D1JT7SG_SMyR2UoWB10yeTYiDT8_S2sO9GwsgpSycAoHLOmWDIu11tSXASr4Jiv5iUssdWATWb1OaZDiGMA-_6YbESd0Etkil6RURiRh5Ex0-7RNlZTxPOtcqW7dLWOF6fdwqVtdGxTRV8dsjVR34ZYtGIPD_z7sJBBekYOaQQ-Hv4UFhzVAhOxP2OgvajmCh4UYq7eA3BnU-nbseMB9J1KlZX7wvnnMXLTboBqJxrXYXx9Fue2T4X4Boha2HKQwecuBsUh5uTzb_SL6x-uK4f0usVHeW8.7QSCjCkbdElcTF2e529nWJAE3f5uyaCmc70uUTZ74gQ&dib_tag=se&keywords=bags&qid=1763313085&sr=8-11,Bags,2025-11-16 17:11:26
B0C13GRG4D,"Toovip 90 Pack Plain Brown Kraft Paper Bags with Handles Bulk, Multiple 3 Assorted Sizes Gift Bags for Favors Grocery Retail Party Birthday Shopping Business Goody Craft Merchandise Take Out Sacks",Other Bag,N/A,N/A,Brown,Unisex,25.,$0.29,N/A,4.8 out of 5 stars,0,No,Brown,N/A,N/A,https://www.amazon.com/Toovip-Paper-Bags-Multiple-Merchandise/dp/B0C13GRG4D/ref=sr_1_12?dib=eyJ2IjoiMSJ9.tFemjgmJnL5a5D1JT7SG_SMyR2UoWB10yeTYiDT8_S2sO9GwsgpSycAoHLOmWDIu11tSXASr4Jiv5iUssdWATWb1OaZDiGMA-_6YbESd0Etkil6RURiRh5Ex0-7RNlZTxPOtcqW7dLWOF6fdwqVtdGxTRV8dsjVR34ZYtGIPD_z7sJBBekYOaQQ-Hv4UFhzVAhOxP2OgvajmCh4UYq7eA3BnU-nbseMB9J1KlZX7wvnnMXLTboBqJxrXYXx9Fue2T4X4Boha2HKQwecuBsUh5uTzb_SL6x-uK4f0usVHeW8.7QSCjCkbdElcTF2e529nWJAE3f5uyaCmc70uUTZ74gQ&dib_tag=se&keywords=bags&qid=1763313085&sr=8-12,Bags,2025-11-16 17:11:26
B0CDWQF1XB,"XPCARE 100Pcs Paper Gift Bags 5.25x3.25x8.25'', Small Paper Bag with Handles Bulk Shopping,Kraft,Retail,Party Bags for Small Business (Brown)",Other Bag,N/A,N/A,Brown,Unisex,21.,$0.22,N/A,4.8 out of 5 stars,0,No,Brown-100Count,N/A,N/A,https://www.amazon.com/XPCARE-100Pcs-5-25x3-25x8-25-Handles-Shopping/dp/B0CDWQF1XB/ref=sr_1_13?dib=eyJ2IjoiMSJ9.tFemjgmJnL5a5D1JT7SG_SMyR2UoWB10yeTYiDT8_S2sO9GwsgpSycAoHLOmWDIu11tSXASr4Jiv5iUssdWATWb1OaZDiGMA-_6YbESd0Etkil6RURiRh5Ex0-7RNlZTxPOtcqW7dLWOF6fdwqVtdGxTRV8dsjVR34ZYtGIPD_z7sJBBekYOaQQ-Hv4UFhzVAhOxP2OgvajmCh4UYq7eA3BnU-nbseMB9J1KlZX7wvnnMXLTboBqJxrXYXx9Fue2T4X4Boha2HKQwecuBsUh5uTzb_SL6x-uK4f0usVHeW8.7QSCjCkbdElcTF2e529nWJAE3f5uyaCmc70uUTZ74gQ&dib_tag=se&keywords=bags&qid=1763313085&sr=8-13,Bags,2025-11-16 17:11:26
B07DY4GLMW,Reli. SuperValue 13 Gallon Trash Bags | 1000 Count Bulk | Tall Kitchen | Can Liners | Clear Multi-Use Garbage Bags,Other Bag,N/A,N/A,N/A,Unisex,52.,$0.05,,4.1 out of 5 stars,0,No,4.1,N/A,N/A,https://www.amazon.com/Reli-SuperValue-Kitchen-Multi-Use-Garbage/dp/B07DY4GLMW/ref=sr_1_14?dib=eyJ2IjoiMSJ9.tFemjgmJnL5a5D1JT7SG_SMyR2UoWB10yeTYiDT8_S2sO9GwsgpSycAoHLOmWDIu11tSXASr4Jiv5iUssdWATWb1OaZDiGMA-_6YbESd0Etkil6RURiRh5Ex0-7RNlZTxPOtcqW7dLWOF6fdwqVtdGxTRV8dsjVR34ZYtGIPD_z7sJBBekYOaQQ-Hv4UFhzVAhOxP2OgvajmCh4UYq7eA3BnU-nbseMB9J1KlZX7wvnnMXLTboBqJxrXYXx9Fue2T4X4Boha2HKQwecuBsUh5uTzb_SL6x-uK4f0usVHeW8.7QSCjCkbdElcTF2e529nWJAE3f5uyaCmc70uUTZ74gQ&dib_tag=se&keywords=bags&qid=1763313085&sr=8-14,Bags,2025-11-16 17:11:26
B087Y269V2,"Reli. Paper Grocery Bags w/Handles (100 Pcs, Bulk)(12""x7""x14"") Large Paper Grocery Bags with Handles - Heavy Duty 57 Lbs Basis - Shopping, Takeout/To Go, Retail (Brown/Kraft)",Other Bag,N/A,N/A,Brown,Unisex,39.,$0.40,N/A,4.5 out of 5 stars,0,No,4.5,N/A,N/A,https://www.amazon.com/Reli-Paper-Grocery-Handles-Shopping/dp/B087Y269V2/ref=sr_1_15?dib=eyJ2IjoiMSJ9.tFemjgmJnL5a5D1JT7SG_SMyR2UoWB10yeTYiDT8_S2sO9GwsgpSycAoHLOmWDIu11tSXASr4Jiv5iUssdWATWb1OaZDiGMA-_6YbESd0Etkil6RURiRh5Ex0-7RNlZTxPOtcqW7dLWOF6fdwqVtdGxTRV8dsjVR34ZYtGIPD_z7sJBBekYOaQQ-Hv4UFhzVAhOxP2OgvajmCh4UYq7eA3BnU-nbseMB9J1KlZX7wvnnMXLTboBqJxrXYXx9Fue2T4X4Boha2HKQwecuBsUh5uTzb_SL6x-uK4f0usVHeW8.7QSCjCkbdElcTF2e529nWJAE3f5uyaCmc70uUTZ74gQ&dib_tag=se&keywords=bags&qid=1763313085&sr=8-15,Bags,2025-11-16 17:11:26
B01N1V8T9R,"BagDream Gift Bags 8x4.25x10.5 100Pcs Brown Paper Gift Bags with Handles Bulk for Wedding, Party Favor, Grocery, Shopping, Retail, Merchandise Medium Kraft Paper Sacks",Other Bag,N/A,N/A,Brown,Unisex,23.,$0.23,N/A,4.7 out of 5 stars,0,No,Brown,N/A,N/A,https://www.amazon.com/BagDream-8x4-25x10-5-Handles-Shopping-Merchandise/dp/B01N1V8T9R/ref=sr_1_16?dib=eyJ2IjoiMSJ9.tFemjgmJnL5a5D1JT7SG_SMyR2UoWB10yeTYiDT8_S2sO9GwsgpSycAoHLOmWDIu11tSXASr4Jiv5iUssdWATWb1OaZDiGMA-_6YbESd0Etkil6RURiRh5Ex0-7RNlZTxPOtcqW7dLWOF6fdwqVtdGxTRV8dsjVR34ZYtGIPD_z7sJBBekYOaQQ-Hv4UFhzVAhOxP2OgvajmCh4UYq7eA3BnU-nbseMB9J1KlZX7wvnnMXLTboBqJxrXYXx9Fue2T4X4Boha2HKQwecuBsUh5uTzb_SL6x-uK4f0usVHeW8.7QSCjCkbdElcTF2e529nWJAE3f5uyaCmc70uUTZ74gQ&dib_tag=se&keywords=bags&qid=1763313085&sr=8-16,Bags,2025-11-16 17:11:26
B09QW6DWGT,"YoYoRain 1000 Pack White Thank You T-Shirt Bags with Handles, 11""x6""x21"" Plastic Shopping Bags for Grocery, Retail & Takeout",Other Bag,N/A,N/A,White,Unisex,32.,32.,N/A,4.8 out of 5 stars,0,No,4.8,N/A,N/A,https://www.amazon.com/YoYoRain-T-Shirt-Handles-Plastic-Shopping/dp/B09QW6DWGT/ref=sr_1_17?dib=eyJ2IjoiMSJ9.tFemjgmJnL5a5D1JT7SG_SMyR2UoWB10yeTYiDT8_S2sO9GwsgpSycAoHLOmWDIu11tSXASr4Jiv5iUssdWATWb1OaZDiGMA-_6YbESd0Etkil6RURiRh5Ex0-7RNlZTxPOtcqW7dLWOF6fdwqVtdGxTRV8dsjVR34ZYtGIPD_z7sJBBekYOaQQ-Hv4UFhzVAhOxP2OgvajmCh4UYq7eA3BnU-nbseMB9J1KlZX7wvnnMXLTboBqJxrXYXx9Fue2T4X4Boha2HKQwecuBsUh5uTzb_SL6x-uK4f0usVHeW8.7QSCjCkbdElcTF2e529nWJAE3f5uyaCmc70uUTZ74gQ&dib_tag=se&keywords=bags&qid=1763313085&sr=8-17,Bags,2025-11-16 17:11:26
B00NABTG60,"Amazon Basics Dog Poop Bags with Dispenser, 600 Count, Enhanced for Guaranteed Leakproof, Unscented, Includes Leash Clip",Other Bag,N/A,N/A,N/A,Unisex,13.,$0.02,N/A,4.8 out of 5 stars,0,No,4.8,N/A,N/A,https://www.amazon.com/AmazonBasics-Waste-Bags-Dispenser-Leash/dp/B00NABTG60/ref=sr_1_18?dib=eyJ2IjoiMSJ9.tFemjgmJnL5a5D1JT7SG_SMyR2UoWB10yeTYiDT8_S2sO9GwsgpSycAoHLOmWDIu11tSXASr4Jiv5iUssdWATWb1OaZDiGMA-_6YbESd0Etkil6RURiRh5Ex0-7RNlZTxPOtcqW7dLWOF6fdwqVtdGxTRV8dsjVR34ZYtGIPD_z7sJBBekYOaQQ-Hv4UFhzVAhOxP2OgvajmCh4UYq7eA3BnU-nbseMB9J1KlZX7wvnnMXLTboBqJxrXYXx9Fue2T4X4Boha2HKQwecuBsUh5uTzb_SL6x-uK4f0usVHeW8.7QSCjCkbdElcTF2e529nWJAE3f5uyaCmc70uUTZ74gQ&dib_tag=se&keywords=bags&qid=1763313085&rdc=1&sr=8-18,Bags,2025-11-16 17:11:26
B01BZ0N69U,"Hefty Strong Large Trash Bags, Black, 30 Gallon, 74 Count",Other Bag,N/A,N/A,Black,Unisex,18.,$0.25,,4.8 out of 5 stars,0,No,4.8,N/A,N/A,https://www.amazon.com/Hefty-Strong-Large-Gallon-Trash/dp/B01BZ0N69U/ref=sr_1_19?dib=eyJ2IjoiMSJ9.tFemjgmJnL5a5D1JT7SG_SMyR2UoWB10yeTYiDT8_S2sO9GwsgpSycAoHLOmWDIu11tSXASr4Jiv5iUssdWATWb1OaZDiGMA-_6YbESd0Etkil6RURiRh5Ex0-7RNlZTxPOtcqW7dLWOF6fdwqVtdGxTRV8dsjVR34ZYtGIPD_z7sJBBekYOaQQ-Hv4UFhzVAhOxP2OgvajmCh4UYq7eA3BnU-nbseMB9J1KlZX7wvnnMXLTboBqJxrXYXx9Fue2T4X4Boha2HKQwecuBsUh5uTzb_SL6x-uK4f0usVHeW8.7QSCjCkbdElcTF2e529nWJAE3f5uyaCmc70uUTZ74gQ&dib_tag=se&keywords=bags&qid=1763313085&rdc=1&sr=8-19,Bags,2025-11-16 17:11:26
